#name	source
ENSMUST00000112844	protein_coding
ENSMUST00000112842	protein_coding
ENSMUST00000027571	protein_coding
ENSMUST00000122925	processed_transcript
ENSMUST00000138142	nonsense_mediated_decay
ENSMUST00000159041	protein_coding
ENSMUST00000058762	protein_coding
ENSMUST00000097625	protein_coding
ENSMUST00000161567	protein_coding
ENSMUST00000162681	protein_coding
ENSMUST00000159585	retained_intron
ENSMUST00000160210	processed_transcript
ENSMUST00000162803	retained_intron
ENSMUST00000159131	retained_intron
ENSMUST00000161071	retained_intron
ENSMUST00000159841	protein_coding
ENSMUST00000159428	retained_intron
ENSMUST00000158544	misc_RNA
ENSMUST00000162698	processed_pseudogene
ENSMUST00000162426	processed_transcript
ENSMUST00000160588	retained_intron
ENSMUST00000159324	sense_intronic
ENSMUST00000161661	sense_intronic
ENSMUST00000159353	sense_intronic
ENSMUST00000178398	snRNA
ENSMUST00000163007	processed_transcript
ENSMUST00000027575	protein_coding
ENSMUST00000162468	nonsense_mediated_decay
ENSMUST00000160796	protein_coding
ENSMUST00000160287	processed_pseudogene
ENSMUST00000162782	processed_transcript
ENSMUST00000178484	miRNA
ENSMUST00000157179	snRNA
ENSMUST00000086738	protein_coding
ENSMUST00000117372	processed_pseudogene
ENSMUST00000157258	snoRNA
ENSMUST00000103851	miRNA
ENSMUST00000104107	snoRNA
ENSMUST00000157885	snoRNA
ENSMUST00000157283	snoRNA
ENSMUST00000157969	snoRNA
ENSMUST00000157536	misc_RNA
ENSMUST00000062528	protein_coding
ENSMUST00000122755	rRNA
ENSMUST00000159213	antisense
ENSMUST00000058688	protein_coding
ENSMUST00000172299	protein_coding
ENSMUST00000086725	pseudogene
ENSMUST00000070699	protein_coding
ENSMUST00000103811	miRNA
ENSMUST00000086721	protein_coding
ENSMUST00000039173	protein_coding
ENSMUST00000027559	protein_coding
ENSMUST00000158581	snRNA
ENSMUST00000119166	protein_coding
ENSMUST00000118196	protein_coding
ENSMUST00000131830	nonsense_mediated_decay
ENSMUST00000061047	protein_coding
ENSMUST00000135810	retained_intron
ENSMUST00000124895	processed_transcript
ENSMUST00000112751	protein_coding
ENSMUST00000149909	antisense
ENSMUST00000144260	antisense
ENSMUST00000010049	protein_coding
ENSMUST00000112736	protein_coding
ENSMUST00000094646	protein_coding
ENSMUST00000147705	retained_intron
ENSMUST00000127606	processed_transcript
ENSMUST00000126057	retained_intron
ENSMUST00000086701	protein_coding
ENSMUST00000112730	protein_coding
ENSMUST00000112729	protein_coding
ENSMUST00000120271	processed_pseudogene
ENSMUST00000081277	protein_coding
ENSMUST00000112724	protein_coding
ENSMUST00000126812	retained_intron
ENSMUST00000027564	protein_coding
ENSMUST00000136766	nonsense_mediated_decay
ENSMUST00000122046	unprocessed_pseudogene
ENSMUST00000027567	protein_coding
ENSMUST00000112717	protein_coding
ENSMUST00000023861	protein_coding
ENSMUST00000121578	processed_pseudogene
ENSMUST00000086694	protein_coding
ENSMUST00000166100	protein_coding
ENSMUST00000120807	unprocessed_pseudogene
ENSMUST00000120323	processed_pseudogene
ENSMUST00000027565	protein_coding
ENSMUST00000122463	unprocessed_pseudogene
ENSMUST00000027566	protein_coding
ENSMUST00000147509	lincRNA
ENSMUST00000154538	protein_coding
ENSMUST00000086690	protein_coding
ENSMUST00000158653	snoRNA
ENSMUST00000009356	protein_coding
ENSMUST00000064916	protein_coding
ENSMUST00000143832	nonsense_mediated_decay
ENSMUST00000146597	nonsense_mediated_decay
ENSMUST00000172762	processed_transcript
ENSMUST00000112706	protein_coding
ENSMUST00000000514	protein_coding
ENSMUST00000151283	retained_intron
ENSMUST00000123086	protein_coding
ENSMUST00000153774	lincRNA
ENSMUST00000179841	snRNA
ENSMUST00000104049	snoRNA
ENSMUST00000158412	snoRNA
ENSMUST00000122792	misc_RNA
ENSMUST00000137092	protein_coding
ENSMUST00000112701	protein_coding
ENSMUST00000129923	protein_coding
ENSMUST00000145188	protein_coding
ENSMUST00000131464	nonsense_mediated_decay
ENSMUST00000146282	protein_coding
ENSMUST00000172005	protein_coding
ENSMUST00000027542	protein_coding
ENSMUST00000134301	protein_coding
ENSMUST00000094626	protein_coding
ENSMUST00000035462	protein_coding
ENSMUST00000158066	snoRNA
ENSMUST00000122597	snoRNA
ENSMUST00000043725	protein_coding
ENSMUST00000175207	miRNA
ENSMUST00000179777	protein_coding
ENSMUST00000083931	snRNA
ENSMUST00000027623	protein_coding
ENSMUST00000027626	protein_coding
ENSMUST00000112688	protein_coding
ENSMUST00000161495	protein_coding
ENSMUST00000049404	protein_coding
ENSMUST00000070989	protein_coding
ENSMUST00000165223	protein_coding
ENSMUST00000178710	protein_coding
ENSMUST00000104069	snoRNA
ENSMUST00000116892	snRNA
ENSMUST00000027629	protein_coding
ENSMUST00000158976	rRNA
ENSMUST00000157738	snRNA
ENSMUST00000062483	protein_coding
ENSMUST00000161301	protein_coding
ENSMUST00000162552	nonsense_mediated_decay
ENSMUST00000161056	nonsense_mediated_decay
ENSMUST00000160991	nonsense_mediated_decay
ENSMUST00000159839	nonsense_mediated_decay
ENSMUST00000161451	protein_coding
ENSMUST00000162607	protein_coding
ENSMUST00000159678	processed_transcript
ENSMUST00000038765	protein_coding
ENSMUST00000004565	protein_coding
ENSMUST00000142945	protein_coding
ENSMUST00000156213	retained_intron
ENSMUST00000122556	snRNA
ENSMUST00000163147	protein_coding
ENSMUST00000052404	protein_coding
ENSMUST00000027632	protein_coding
ENSMUST00000166624	nonsense_mediated_decay
ENSMUST00000064091	protein_coding
ENSMUST00000163435	protein_coding
ENSMUST00000164269	nonsense_mediated_decay
ENSMUST00000168808	retained_intron
ENSMUST00000163179	nonsense_mediated_decay
ENSMUST00000168429	protein_coding
ENSMUST00000166422	nonsense_mediated_decay
ENSMUST00000168303	protein_coding
ENSMUST00000164086	protein_coding
ENSMUST00000163621	protein_coding
ENSMUST00000168653	processed_pseudogene
ENSMUST00000163928	processed_pseudogene
ENSMUST00000037906	protein_coding
ENSMUST00000174370	protein_coding
ENSMUST00000037840	protein_coding
ENSMUST00000174458	protein_coding
ENSMUST00000174509	processed_pseudogene
ENSMUST00000072886	protein_coding
ENSMUST00000056089	protein_coding
ENSMUST00000027634	protein_coding
ENSMUST00000132118	nonsense_mediated_decay
ENSMUST00000112648	protein_coding
ENSMUST00000128408	processed_transcript
ENSMUST00000151708	protein_coding
ENSMUST00000135937	retained_intron
ENSMUST00000149628	retained_intron
ENSMUST00000027637	protein_coding
ENSMUST00000112644	protein_coding
ENSMUST00000056038	protein_coding
ENSMUST00000153037	protein_coding
ENSMUST00000128578	processed_transcript
ENSMUST00000140490	protein_coding
ENSMUST00000112641	protein_coding
ENSMUST00000112640	protein_coding
ENSMUST00000112639	protein_coding
ENSMUST00000112643	protein_coding
ENSMUST00000037286	protein_coding
ENSMUST00000027639	protein_coding
ENSMUST00000079721	protein_coding
ENSMUST00000003818	protein_coding
ENSMUST00000071064	protein_coding
ENSMUST00000160968	protein_coding
ENSMUST00000159085	protein_coding
ENSMUST00000159528	retained_intron
ENSMUST00000160688	protein_coding
ENSMUST00000159192	retained_intron
ENSMUST00000162582	protein_coding
ENSMUST00000162790	protein_coding
ENSMUST00000162019	retained_intron
ENSMUST00000159125	protein_coding
ENSMUST00000161818	protein_coding
ENSMUST00000161068	protein_coding
ENSMUST00000036025	protein_coding
ENSMUST00000156459	retained_intron
ENSMUST00000155673	processed_transcript
ENSMUST00000128924	processed_transcript
ENSMUST00000112621	protein_coding
ENSMUST00000152863	antisense
ENSMUST00000152959	retained_intron
ENSMUST00000120499	processed_pseudogene
ENSMUST00000055884	protein_coding
ENSMUST00000119136	processed_pseudogene
ENSMUST00000001724	protein_coding
ENSMUST00000148809	retained_intron
ENSMUST00000134417	protein_coding
ENSMUST00000131471	processed_transcript
ENSMUST00000119656	processed_pseudogene
ENSMUST00000158649	snRNA
ENSMUST00000158565	snoRNA
ENSMUST00000112606	protein_coding
ENSMUST00000112603	protein_coding
ENSMUST00000104284	snoRNA
ENSMUST00000140361	processed_transcript
ENSMUST00000083406	snRNA
ENSMUST00000178474	protein_coding
ENSMUST00000027579	protein_coding
ENSMUST00000027580	protein_coding
ENSMUST00000027581	protein_coding
ENSMUST00000159359	processed_transcript
ENSMUST00000159417	protein_coding
ENSMUST00000162899	protein_coding
ENSMUST00000027582	protein_coding
ENSMUST00000159529	protein_coding
ENSMUST00000161361	protein_coding
ENSMUST00000161954	protein_coding
ENSMUST00000112583	protein_coding
ENSMUST00000094609	protein_coding
ENSMUST00000162877	protein_coding
ENSMUST00000160736	processed_transcript
ENSMUST00000057846	protein_coding
ENSMUST00000094610	protein_coding
ENSMUST00000159934	processed_transcript
ENSMUST00000162646	protein_coding
ENSMUST00000160693	protein_coding
ENSMUST00000162664	retained_intron
ENSMUST00000162647	retained_intron
ENSMUST00000038361	protein_coding
ENSMUST00000171405	protein_coding
ENSMUST00000083753	snoRNA
ENSMUST00000027585	nonsense_mediated_decay
ENSMUST00000160616	protein_coding
ENSMUST00000160111	retained_intron
ENSMUST00000162406	processed_transcript
ENSMUST00000038006	protein_coding
ENSMUST00000027587	protein_coding
ENSMUST00000112570	protein_coding
ENSMUST00000149760	retained_intron
ENSMUST00000126850	retained_intron
ENSMUST00000125760	retained_intron
ENSMUST00000143513	retained_intron
ENSMUST00000153359	processed_transcript
ENSMUST00000061512	protein_coding
ENSMUST00000037649	protein_coding
ENSMUST00000142662	retained_intron
ENSMUST00000150945	retained_intron
ENSMUST00000131884	processed_transcript
ENSMUST00000086614	protein_coding
ENSMUST00000143389	processed_transcript
ENSMUST00000097597	processed_transcript
ENSMUST00000131732	processed_transcript
ENSMUST00000127393	retained_intron
ENSMUST00000121497	processed_pseudogene
ENSMUST00000112538	protein_coding
ENSMUST00000124876	retained_intron
ENSMUST00000036288	protein_coding
ENSMUST00000083586	miRNA
ENSMUST00000027592	protein_coding
ENSMUST00000073490	protein_coding
ENSMUST00000162067	retained_intron
ENSMUST00000027601	protein_coding
ENSMUST00000027602	protein_coding
ENSMUST00000064309	protein_coding
ENSMUST00000157571	snoRNA
ENSMUST00000157807	snRNA
ENSMUST00000052172	protein_coding
ENSMUST00000142893	protein_coding
ENSMUST00000082803	snRNA
ENSMUST00000148051	retained_intron
ENSMUST00000073527	protein_coding
ENSMUST00000040311	protein_coding
ENSMUST00000140629	processed_transcript
ENSMUST00000152305	protein_coding
ENSMUST00000161109	processed_pseudogene
ENSMUST00000086596	processed_pseudogene
ENSMUST00000151700	processed_transcript
ENSMUST00000140834	processed_transcript
ENSMUST00000143130	processed_transcript
ENSMUST00000155992	lincRNA
ENSMUST00000112488	protein_coding
ENSMUST00000119432	protein_coding
ENSMUST00000136497	processed_transcript
ENSMUST00000143266	antisense
ENSMUST00000130486	lincRNA
ENSMUST00000027650	protein_coding
ENSMUST00000122830	retained_intron
ENSMUST00000140725	retained_intron
ENSMUST00000140400	protein_coding
ENSMUST00000133057	processed_transcript
ENSMUST00000125681	antisense
ENSMUST00000039862	protein_coding
ENSMUST00000128128	protein_coding
ENSMUST00000142416	protein_coding
ENSMUST00000082461	snRNA
ENSMUST00000027657	protein_coding
ENSMUST00000171642	protein_coding
ENSMUST00000137276	protein_coding
ENSMUST00000171479	protein_coding
ENSMUST00000066863	protein_coding
ENSMUST00000050406	protein_coding
ENSMUST00000169659	protein_coding
ENSMUST00000049813	protein_coding
ENSMUST00000039323	protein_coding
ENSMUST00000112477	protein_coding
ENSMUST00000027670	protein_coding
ENSMUST00000125056	antisense
ENSMUST00000122968	antisense
ENSMUST00000136015	antisense
ENSMUST00000027675	protein_coding
ENSMUST00000133792	protein_coding
ENSMUST00000137782	protein_coding
ENSMUST00000038829	protein_coding
ENSMUST00000149355	processed_transcript
ENSMUST00000126821	processed_transcript
ENSMUST00000145446	processed_transcript
ENSMUST00000121040	protein_coding
ENSMUST00000027673	protein_coding
ENSMUST00000016668	protein_coding
ENSMUST00000112465	protein_coding
ENSMUST00000016673	protein_coding
ENSMUST00000016672	protein_coding
ENSMUST00000158080	snRNA
ENSMUST00000158631	misc_RNA
ENSMUST00000016670	protein_coding
ENSMUST00000112446	protein_coding
ENSMUST00000139468	retained_intron
ENSMUST00000149119	nonsense_mediated_decay
ENSMUST00000151874	nonsense_mediated_decay
ENSMUST00000068791	protein_coding
ENSMUST00000068805	protein_coding
ENSMUST00000131855	nonsense_mediated_decay
ENSMUST00000153651	processed_transcript
ENSMUST00000027688	protein_coding
ENSMUST00000112442	protein_coding
ENSMUST00000068564	protein_coding
ENSMUST00000124796	processed_transcript
ENSMUST00000162437	retained_intron
ENSMUST00000062108	protein_coding
ENSMUST00000161764	protein_coding
ENSMUST00000160748	retained_intron
ENSMUST00000163029	retained_intron
ENSMUST00000162285	retained_intron
ENSMUST00000159195	protein_coding
ENSMUST00000097588	protein_coding
ENSMUST00000102332	miRNA
ENSMUST00000068613	protein_coding
ENSMUST00000027690	protein_coding
ENSMUST00000179174	processed_pseudogene
ENSMUST00000073350	protein_coding
ENSMUST00000112411	protein_coding
ENSMUST00000141061	retained_intron
ENSMUST00000064679	protein_coding
ENSMUST00000064664	protein_coding
ENSMUST00000136247	protein_coding
ENSMUST00000129905	protein_coding
ENSMUST00000130848	processed_transcript
ENSMUST00000049027	protein_coding
ENSMUST00000130544	retained_intron
ENSMUST00000147800	protein_coding
ENSMUST00000112393	protein_coding
ENSMUST00000048660	protein_coding
ENSMUST00000152989	protein_coding
ENSMUST00000132450	processed_transcript
ENSMUST00000132585	processed_transcript
ENSMUST00000086559	protein_coding
ENSMUST00000146360	retained_intron
ENSMUST00000112386	protein_coding
ENSMUST00000027693	protein_coding
ENSMUST00000125925	nonsense_mediated_decay
ENSMUST00000062264	protein_coding
ENSMUST00000177943	protein_coding
ENSMUST00000027695	protein_coding
ENSMUST00000086556	protein_coding
ENSMUST00000027696	protein_coding
ENSMUST00000146188	processed_transcript
ENSMUST00000124579	processed_transcript
ENSMUST00000146432	protein_coding
ENSMUST00000147218	nonsense_mediated_decay
ENSMUST00000131159	processed_transcript
ENSMUST00000126927	protein_coding
ENSMUST00000163016	retained_intron
ENSMUST00000112370	protein_coding
ENSMUST00000160656	protein_coding
ENSMUST00000144548	protein_coding
ENSMUST00000146267	nonsense_mediated_decay
ENSMUST00000046658	protein_coding
ENSMUST00000159038	protein_coding
ENSMUST00000112365	protein_coding
ENSMUST00000161864	protein_coding
ENSMUST00000159382	retained_intron
ENSMUST00000162628	nonsense_mediated_decay
ENSMUST00000158154	snRNA
ENSMUST00000027697	protein_coding
ENSMUST00000112362	protein_coding
ENSMUST00000112357	protein_coding
ENSMUST00000083501	miRNA
ENSMUST00000086544	protein_coding
ENSMUST00000159853	processed_pseudogene
ENSMUST00000046071	protein_coding
ENSMUST00000082125	protein_coding
ENSMUST00000072177	protein_coding
ENSMUST00000128661	processed_transcript
ENSMUST00000133246	retained_intron
ENSMUST00000045473	protein_coding
ENSMUST00000142609	protein_coding
ENSMUST00000138717	retained_intron
ENSMUST00000132435	protein_coding
ENSMUST00000136828	processed_transcript
ENSMUST00000125439	processed_transcript
ENSMUST00000159257	antisense
ENSMUST00000045110	protein_coding
ENSMUST00000027700	protein_coding
ENSMUST00000058167	protein_coding
ENSMUST00000086521	protein_coding
ENSMUST00000094569	protein_coding
ENSMUST00000163770	protein_coding
ENSMUST00000043189	protein_coding
ENSMUST00000158286	snoRNA
ENSMUST00000027706	protein_coding
ENSMUST00000159088	processed_transcript
ENSMUST00000067429	protein_coding
ENSMUST00000067398	protein_coding
ENSMUST00000153707	protein_coding
ENSMUST00000077730	protein_coding
ENSMUST00000124934	retained_intron
ENSMUST00000145153	retained_intron
ENSMUST00000052529	protein_coding
ENSMUST00000122956	processed_transcript
ENSMUST00000038295	protein_coding
ENSMUST00000105082	protein_coding
ENSMUST00000094557	protein_coding
ENSMUST00000007433	protein_coding
ENSMUST00000178033	protein_coding
ENSMUST00000094556	protein_coding
ENSMUST00000112287	protein_coding
ENSMUST00000135222	protein_coding
ENSMUST00000147909	retained_intron
ENSMUST00000129213	protein_coding
ENSMUST00000156832	retained_intron
ENSMUST00000131450	processed_transcript
ENSMUST00000144386	protein_coding
ENSMUST00000153799	protein_coding
ENSMUST00000094551	protein_coding
ENSMUST00000145922	retained_intron
ENSMUST00000126530	retained_intron
ENSMUST00000082880	snoRNA
ENSMUST00000166915	protein_coding
ENSMUST00000166291	protein_coding
ENSMUST00000172079	nonsense_mediated_decay
ENSMUST00000164096	protein_coding
ENSMUST00000171264	protein_coding
ENSMUST00000164574	protein_coding
ENSMUST00000027736	protein_coding
ENSMUST00000179598	protein_coding
ENSMUST00000169295	protein_coding
ENSMUST00000167348	protein_coding
ENSMUST00000165602	protein_coding
ENSMUST00000048953	protein_coding
ENSMUST00000143567	protein_coding
ENSMUST00000125659	protein_coding
ENSMUST00000112264	protein_coding
ENSMUST00000140810	retained_intron
ENSMUST00000128692	processed_transcript
ENSMUST00000124051	protein_coding
ENSMUST00000124245	retained_intron
ENSMUST00000153617	protein_coding
ENSMUST00000149380	protein_coding
ENSMUST00000126123	protein_coding
ENSMUST00000160564	antisense
ENSMUST00000048432	protein_coding
ENSMUST00000127583	processed_transcript
ENSMUST00000048183	protein_coding
ENSMUST00000162779	protein_coding
ENSMUST00000020692	protein_coding
ENSMUST00000097570	processed_pseudogene
ENSMUST00000159963	protein_coding
ENSMUST00000160060	protein_coding
ENSMUST00000086475	protein_coding
ENSMUST00000156873	protein_coding
ENSMUST00000153856	protein_coding
ENSMUST00000082060	protein_coding
ENSMUST00000133701	protein_coding
ENSMUST00000132873	protein_coding
ENSMUST00000139254	retained_intron
ENSMUST00000144819	retained_intron
ENSMUST00000134812	retained_intron
ENSMUST00000038445	protein_coding
ENSMUST00000086465	protein_coding
ENSMUST00000038191	protein_coding
ENSMUST00000169927	protein_coding
ENSMUST00000122560	snRNA
ENSMUST00000027730	protein_coding
ENSMUST00000168515	protein_coding
ENSMUST00000049470	protein_coding
ENSMUST00000162187	protein_coding
ENSMUST00000154237	nonsense_mediated_decay
ENSMUST00000027726	protein_coding
ENSMUST00000174315	processed_transcript
ENSMUST00000130836	processed_transcript
ENSMUST00000173908	protein_coding
ENSMUST00000172496	retained_intron
ENSMUST00000133686	retained_intron
ENSMUST00000127412	nonsense_mediated_decay
ENSMUST00000172795	nonsense_mediated_decay
ENSMUST00000027727	protein_coding
ENSMUST00000112237	protein_coding
ENSMUST00000156433	processed_transcript
ENSMUST00000148822	retained_intron
ENSMUST00000133721	retained_intron
ENSMUST00000112232	protein_coding
ENSMUST00000027725	protein_coding
ENSMUST00000116528	protein_coding
ENSMUST00000141458	retained_intron
ENSMUST00000047978	protein_coding
ENSMUST00000104014	snoRNA
ENSMUST00000179718	processed_pseudogene
ENSMUST00000172898	protein_coding
ENSMUST00000052911	protein_coding
ENSMUST00000047714	protein_coding
ENSMUST00000112198	protein_coding
ENSMUST00000112197	retained_intron
ENSMUST00000133725	retained_intron
ENSMUST00000121990	protein_coding
ENSMUST00000045665	protein_coding
ENSMUST00000137022	processed_transcript
ENSMUST00000156348	processed_transcript
ENSMUST00000168381	protein_coding
ENSMUST00000086444	protein_coding
ENSMUST00000141419	retained_intron
ENSMUST00000104654	miRNA
ENSMUST00000146639	processed_transcript
ENSMUST00000132025	retained_intron
ENSMUST00000112163	protein_coding
ENSMUST00000027687	protein_coding
ENSMUST00000139617	retained_intron
ENSMUST00000044828	protein_coding
ENSMUST00000137968	protein_coding
ENSMUST00000139369	processed_transcript
ENSMUST00000086432	processed_transcript
ENSMUST00000049449	protein_coding
ENSMUST00000167080	protein_coding
ENSMUST00000027684	protein_coding
ENSMUST00000125774	protein_coding
ENSMUST00000157096	rRNA
ENSMUST00000123344	retained_intron
ENSMUST00000146700	antisense
ENSMUST00000141177	retained_intron
ENSMUST00000027682	protein_coding
ENSMUST00000110798	processed_pseudogene
ENSMUST00000003135	protein_coding
ENSMUST00000077340	protein_coding
ENSMUST00000074357	protein_coding
ENSMUST00000141234	retained_intron
ENSMUST00000130069	processed_transcript
ENSMUST00000141092	retained_intron
ENSMUST00000152169	retained_intron
ENSMUST00000081104	protein_coding
ENSMUST00000152706	retained_intron
ENSMUST00000134088	protein_coding
ENSMUST00000125454	protein_coding
ENSMUST00000059352	protein_coding
ENSMUST00000157234	snRNA
ENSMUST00000041240	protein_coding
ENSMUST00000159918	retained_intron
ENSMUST00000159181	retained_intron
ENSMUST00000041023	protein_coding
ENSMUST00000161189	nonsense_mediated_decay
ENSMUST00000161032	nonsense_mediated_decay
ENSMUST00000161934	protein_coding
ENSMUST00000161750	retained_intron
ENSMUST00000162858	retained_intron
ENSMUST00000159487	retained_intron
ENSMUST00000159089	retained_intron
ENSMUST00000161258	processed_transcript
ENSMUST00000159017	retained_intron
ENSMUST00000161838	nonsense_mediated_decay
ENSMUST00000161704	retained_intron
ENSMUST00000161135	retained_intron
ENSMUST00000159173	nonsense_mediated_decay
ENSMUST00000040599	protein_coding
ENSMUST00000067414	protein_coding
ENSMUST00000175639	miRNA
ENSMUST00000067468	antisense
ENSMUST00000112103	lincRNA
ENSMUST00000097561	protein_coding
ENSMUST00000027677	protein_coding
ENSMUST00000038945	protein_coding
ENSMUST00000136445	processed_transcript
ENSMUST00000132795	protein_coding
ENSMUST00000152208	protein_coding
ENSMUST00000137331	processed_transcript
ENSMUST00000152075	protein_coding
ENSMUST00000154463	protein_coding
ENSMUST00000139986	protein_coding
ENSMUST00000148201	protein_coding
ENSMUST00000129217	protein_coding
ENSMUST00000038760	protein_coding
ENSMUST00000178204	protein_coding
ENSMUST00000179863	protein_coding
ENSMUST00000112086	protein_coding
ENSMUST00000112087	protein_coding
ENSMUST00000112085	protein_coding
ENSMUST00000178854	protein_coding
ENSMUST00000027671	protein_coding
ENSMUST00000027667	protein_coding
ENSMUST00000163260	protein_coding
ENSMUST00000132793	retained_intron
ENSMUST00000140703	nonsense_mediated_decay
ENSMUST00000166193	protein_coding
ENSMUST00000124134	protein_coding
ENSMUST00000165125	protein_coding
ENSMUST00000063719	protein_coding
ENSMUST00000118832	retained_intron
ENSMUST00000117950	protein_coding
ENSMUST00000140545	processed_transcript
ENSMUST00000160641	protein_coding
ENSMUST00000112068	protein_coding
ENSMUST00000112064	protein_coding
ENSMUST00000161865	protein_coding
ENSMUST00000161700	retained_intron
ENSMUST00000159106	processed_transcript
ENSMUST00000134998	processed_transcript
ENSMUST00000146091	processed_transcript
ENSMUST00000165464	processed_transcript
ENSMUST00000166747	processed_transcript
ENSMUST00000075164	protein_coding
ENSMUST00000130864	nonsense_mediated_decay
ENSMUST00000122892	retained_intron
ENSMUST00000171381	nonsense_mediated_decay
ENSMUST00000127624	retained_intron
ENSMUST00000165333	processed_transcript
ENSMUST00000168561	nonsense_mediated_decay
ENSMUST00000146112	processed_transcript
ENSMUST00000133030	retained_intron
ENSMUST00000166708	processed_transcript
ENSMUST00000120339	protein_coding
ENSMUST00000150163	protein_coding
ENSMUST00000144464	protein_coding
ENSMUST00000153910	nonsense_mediated_decay
ENSMUST00000086395	protein_coding
ENSMUST00000048309	protein_coding
ENSMUST00000027655	protein_coding
ENSMUST00000129218	retained_intron
ENSMUST00000122959	processed_transcript
ENSMUST00000149783	retained_intron
ENSMUST00000047817	protein_coding
ENSMUST00000047734	protein_coding
ENSMUST00000112046	protein_coding
ENSMUST00000175171	snRNA
ENSMUST00000175316	miRNA
ENSMUST00000027649	protein_coding
ENSMUST00000168126	protein_coding
ENSMUST00000158345	snRNA
ENSMUST00000104019	snRNA
ENSMUST00000157539	snoRNA
ENSMUST00000158090	snoRNA
ENSMUST00000083631	miRNA
ENSMUST00000083524	miRNA
ENSMUST00000157939	rRNA
ENSMUST00000112036	retained_intron
ENSMUST00000027643	protein_coding
ENSMUST00000027642	protein_coding
ENSMUST00000019374	protein_coding
ENSMUST00000093486	protein_coding
ENSMUST00000112030	protein_coding
ENSMUST00000046870	protein_coding
ENSMUST00000112026	protein_coding
ENSMUST00000112025	protein_coding
ENSMUST00000083341	rRNA
ENSMUST00000168527	protein_coding
ENSMUST00000094505	protein_coding
ENSMUST00000140747	processed_pseudogene
ENSMUST00000129972	processed_pseudogene
ENSMUST00000059825	protein_coding
ENSMUST00000039867	protein_coding
ENSMUST00000053364	protein_coding
ENSMUST00000027615	protein_coding
ENSMUST00000141842	processed_transcript
ENSMUST00000023965	protein_coding
ENSMUST00000161224	protein_coding
ENSMUST00000170441	unprocessed_pseudogene
ENSMUST00000158349	snRNA
ENSMUST00000027612	protein_coding
ENSMUST00000111989	protein_coding
ENSMUST00000111986	protein_coding
ENSMUST00000122621	snRNA
ENSMUST00000094489	protein_coding
ENSMUST00000134229	unprocessed_pseudogene
ENSMUST00000126680	unprocessed_pseudogene
ENSMUST00000157305	snoRNA
ENSMUST00000066859	protein_coding
ENSMUST00000111977	protein_coding
ENSMUST00000111976	protein_coding
ENSMUST00000123238	nonsense_mediated_decay
ENSMUST00000148225	retained_intron
ENSMUST00000119786	protein_coding
ENSMUST00000120796	protein_coding
ENSMUST00000120709	protein_coding
ENSMUST00000145077	processed_transcript
ENSMUST00000179202	processed_pseudogene
ENSMUST00000179509	snRNA
ENSMUST00000158793	misc_RNA
ENSMUST00000018337	protein_coding
ENSMUST00000162638	processed_transcript
ENSMUST00000038252	protein_coding
ENSMUST00000161973	processed_pseudogene
ENSMUST00000159794	nonsense_mediated_decay
ENSMUST00000145969	protein_coding
ENSMUST00000050491	nonsense_mediated_decay
ENSMUST00000126514	processed_transcript
ENSMUST00000148600	retained_intron
ENSMUST00000149103	processed_transcript
ENSMUST00000111957	protein_coding
ENSMUST00000145571	protein_coding
ENSMUST00000129653	protein_coding
ENSMUST00000152435	processed_transcript
ENSMUST00000159879	protein_coding
ENSMUST00000018343	retained_intron
ENSMUST00000018333	protein_coding
ENSMUST00000157698	snoRNA
ENSMUST00000127206	protein_coding
ENSMUST00000027606	nonsense_mediated_decay
ENSMUST00000153527	protein_coding
ENSMUST00000134817	retained_intron
ENSMUST00000052375	protein_coding
ENSMUST00000111941	protein_coding
ENSMUST00000167317	nonsense_mediated_decay
ENSMUST00000170870	retained_intron
ENSMUST00000172388	nonsense_mediated_decay
ENSMUST00000167812	nonsense_mediated_decay
ENSMUST00000169409	nonsense_mediated_decay
ENSMUST00000169042	retained_intron
ENSMUST00000157471	snRNA
ENSMUST00000027603	protein_coding
ENSMUST00000083853	snRNA
ENSMUST00000177687	miRNA
ENSMUST00000157954	snoRNA
ENSMUST00000163646	processed_pseudogene
ENSMUST00000074622	protein_coding
ENSMUST00000132847	protein_coding
ENSMUST00000166814	protein_coding
ENSMUST00000128345	nonsense_mediated_decay
ENSMUST00000125331	retained_intron
ENSMUST00000116191	processed_pseudogene
ENSMUST00000126596	antisense
ENSMUST00000123231	antisense
ENSMUST00000157957	snoRNA
ENSMUST00000118947	processed_pseudogene
ENSMUST00000157542	snRNA
ENSMUST00000122583	rRNA
ENSMUST00000070200	protein_coding
ENSMUST00000111926	protein_coding
ENSMUST00000104328	rRNA
ENSMUST00000155438	processed_transcript
ENSMUST00000142040	retained_intron
ENSMUST00000134676	processed_transcript
ENSMUST00000035065	protein_coding
ENSMUST00000121422	processed_pseudogene
ENSMUST00000165062	protein_coding
ENSMUST00000111913	protein_coding
ENSMUST00000097547	protein_coding
ENSMUST00000097546	protein_coding
ENSMUST00000006167	protein_coding
ENSMUST00000094477	nonsense_mediated_decay
ENSMUST00000132809	retained_intron
ENSMUST00000148389	processed_transcript
ENSMUST00000150615	retained_intron
ENSMUST00000140112	retained_intron
ENSMUST00000124973	protein_coding
ENSMUST00000119161	protein_coding
ENSMUST00000131701	retained_intron
ENSMUST00000141827	retained_intron
ENSMUST00000147769	retained_intron
